player_id,player_name,first_name,last_name,player_age,dob,nationality,height,weight,photo,player_team_id,player_team_name,player_team_logo,player_league_id,player_league_name,player_league_country,player_league_logo,player_league_season,apps,starts,bench,minutes,position,rating,shots,on_target,goals_scored,assists,goals_conceded,saves,total_passes,key_passes,pass_accuracy,total_tackles,blocks,interceptions,total_duels,duels_won,dribble_attempts,successful_dribbles,fouls_drawn,fouls_committed,red_cards,yellow_cards,penalties_won,penalties_committed,penalties_scored,penalties_missed,penalties_saved
284464,M. Cadogan,Maliq Anthony,Cadogan,18,2004-02-25,England,0,0,https://media.api-sports.io/football/players/284464.png,52,Crystal Palace,https://media.api-sports.io/football/teams/52.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288115,James Storer,James,Storer,0,0,England,0,0,https://media.api-sports.io/football/players/288115.png,39,Wolves,https://media.api-sports.io/football/teams/39.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291022,Joshua Keeley,Joshua,Keeley,19,2003-05-17,Republic of Ireland,0,0,https://media.api-sports.io/football/players/291022.png,47,Tottenham,https://media.api-sports.io/football/teams/47.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293162,J. Raymond,Jadan,Raymond,19,2003-10-15,England,0,0,https://media.api-sports.io/football/players/293162.png,52,Crystal Palace,https://media.api-sports.io/football/teams/52.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293167,J. Sheridan,Joe,Sheridan,19,2003-12-10,England,0,0,https://media.api-sports.io/football/players/293167.png,52,Crystal Palace,https://media.api-sports.io/football/teams/52.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305732,T. Wilson-Brown,Thomas,Wilson-Brown,18,2004-10-05,England,0,0,https://media.api-sports.io/football/players/305732.png,46,Leicester,https://media.api-sports.io/football/teams/46.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328101,T. Fredricson,Tyler,Fredricson,17,2005-02-23,England,0,0,https://media.api-sports.io/football/players/328101.png,33,Manchester United,https://media.api-sports.io/football/teams/33.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344908,M. Vigor,Matthew,Vigor,18,2004-07-29,England,0,0,https://media.api-sports.io/football/players/344908.png,52,Crystal Palace,https://media.api-sports.io/football/teams/52.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350590,T. Gidaree,Tarik,Gidaree,19,2003-05-08,England,0,0,https://media.api-sports.io/football/players/350590.png,35,Bournemouth,https://media.api-sports.io/football/teams/35.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350627,J. Addae,Joshua,Addae,0,0,England,0,0,https://media.api-sports.io/football/players/350627.png,52,Crystal Palace,https://media.api-sports.io/football/teams/52.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,E. Mwepu,Enock,Mwepu,24,1998-01-01,Zambia,184 cm,76 kg,https://media.api-sports.io/football/players/1093.png,51,Brighton,https://media.api-sports.io/football/teams/51.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,6,2,4,211,Midfielder,6.683333,2,1,0,1,0,0,75,3,10,10,1,1,30,11,4,0,1,2,0,0,0,0,0,0,0
2275,W. Caballero,Wilfredo Daniel,Caballero Lazcano,42,1981-09-28,Argentina,186 cm,81 kg,https://media.api-sports.io/football/players/2275.png,41,Southampton,https://media.api-sports.io/football/teams/41.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18849,J. McArthur,James,McFarlane McArthur,36,1987-10-07,Scotland,178 cm,75 kg,https://media.api-sports.io/football/players/18849.png,52,Crystal Palace,https://media.api-sports.io/football/teams/52.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,4,0,4,51,Midfielder,6.475000,0,0,0,0,0,0,52,0,10,1,1,1,6,3,1,1,1,0,0,0,0,0,0,0,0
19308,L. Grabban,Lewis,Grabban,34,1988-01-12,England,183 cm,78 kg,https://media.api-sports.io/football/players/19308.png,65,Nottingham Forest,https://media.api-sports.io/football/teams/65.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Attacker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19393,J. Onomah,Joshua Oghenetega Peter,Onomah,26,1997-04-27,England,185 cm,70 kg,https://media.api-sports.io/football/players/19393.png,36,Fulham,https://media.api-sports.io/football/teams/36.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,2,0,2,13,Midfielder,6.300000,0,0,0,0,0,0,6,0,4,1,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0
162114,D. Rankine,Dion Joseph,Rankine,21,2002-10-15,England,"
    ","
    ",https://media.api-sports.io/football/players/162114.png,49,Chelsea,https://media.api-sports.io/football/teams/49.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162607,M. Muir,Marqes,Muir,21,2002-09-21,England,0,0,https://media.api-sports.io/football/players/162607.png,47,Tottenham,https://media.api-sports.io/football/teams/47.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180866,Marcelo,Marcelo,de Araújo Pitaluga Filho,20,2002-12-20,Brazil,191 cm,75 kg,https://media.api-sports.io/football/players/180866.png,40,Liverpool,https://media.api-sports.io/football/teams/40.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181796,J. Brooking,Joshua Royston,Brooking,21,2002-09-01,England,0,0,https://media.api-sports.io/football/players/181796.png,49,Chelsea,https://media.api-sports.io/football/teams/49.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196000,B. Genesini,Brooklyn David Anthony,Genesini,22,2001-12-12,England,0,0,https://media.api-sports.io/football/players/196000.png,35,Bournemouth,https://media.api-sports.io/football/teams/35.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284253,D. Corness,Dominic,Corness,19,2003-05-05,England,0,0,https://media.api-sports.io/football/players/284253.png,40,Liverpool,https://media.api-sports.io/football/teams/40.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284362,B. Hardley,Björn Bryan,Hardley,20,2002-12-19,Netherlands,189 cm,0,https://media.api-sports.io/football/players/284362.png,33,Manchester United,https://media.api-sports.io/football/teams/33.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284391,S. Murray,Sam,Murray,18,2004-09-25,England,0,0,https://media.api-sports.io/football/players/284391.png,33,Manchester United,https://media.api-sports.io/football/teams/33.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284405,B. Elliott,Benjamin Njongoue,Elliott,21,2002-11-05,England,"
    ","
    ",https://media.api-sports.io/football/players/284405.png,49,Chelsea,https://media.api-sports.io/football/teams/49.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284459,M. Mothersille,Malik,Maine Mothersille,20,2003-10-23,England,0,0,https://media.api-sports.io/football/players/284459.png,49,Chelsea,https://media.api-sports.io/football/teams/49.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Attacker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284539,H. Graczyk,Hubert,Graczyk,19,2003-02-28,England,0,0,https://media.api-sports.io/football/players/284539.png,42,Arsenal,https://media.api-sports.io/football/teams/42.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284557,Z. Monlouis,Zane,Monlouis,19,2003-10-16,England,0,0,https://media.api-sports.io/football/players/284557.png,42,Arsenal,https://media.api-sports.io/football/teams/42.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286764,Kaide Gordon,Kaide,Gordon,19,2004-10-05,England,0,0,https://media.api-sports.io/football/players/286764.png,40,Liverpool,https://media.api-sports.io/football/teams/40.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Attacker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313245,M. Lewis-Skelly,Myles Anthony,Lewis-Skelly,16,2006-09-26,England,0,0,https://media.api-sports.io/football/players/313245.png,42,Arsenal,https://media.api-sports.io/football/teams/42.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325686,N. van Haveren,Nigel Ekow Oheneba,van Haveren,20,2003-08-14,Netherlands,190 cm,80 kg,https://media.api-sports.io/football/players/325686.png,200,Vitesse,https://media.api-sports.io/football/teams/200.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,D. Alli,Bamidele Jermaine,Alli,28,1996-04-11,England,188 cm,76 kg,https://media.api-sports.io/football/players/172.png,45,Everton,https://media.api-sports.io/football/teams/45.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,2,0,2,38,Midfielder,6.300000,0,0,0,0,0,0,15,0,6,0,0,0,6,2,1,0,1,0,0,0,0,0,0,0,0
888,P. Jones,Phil Anthony,Jones,31,1992-02-21,England,180 cm,71 kg,https://media.api-sports.io/football/players/888.png,33,Manchester United,https://media.api-sports.io/football/teams/33.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,T. Domgjoni,Toni,Domgjoni,26,1998-09-04,Kosovo,179 cm,74 kg,https://media.api-sports.io/football/players/1003.png,200,Vitesse,https://media.api-sports.io/football/teams/200.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18769,T. Walcott,Theo James,Walcott,34,1989-03-16,England,176 cm,68 kg,https://media.api-sports.io/football/players/18769.png,41,Southampton,https://media.api-sports.io/football/teams/41.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,20,13,7,1134,Attacker,6.545000,15,8,2,2,0,0,240,15,8,13,1,9,99,44,22,12,10,7,0,1,0,0,0,0,0
18770,E. Jakupović,Eldin,Jakupović,39,1984-10-02,Switzerland,191 cm,85 kg,https://media.api-sports.io/football/players/18770.png,45,Everton,https://media.api-sports.io/football/teams/45.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18777,M. Albrighton,Marc Kevin,Albrighton,35,1989-11-18,England,175 cm,74 kg,https://media.api-sports.io/football/players/18777.png,46,Leicester,https://media.api-sports.io/football/teams/46.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,6,1,5,233,Midfielder,6.866666,2,1,1,0,0,0,113,6,13,4,2,1,19,8,1,1,2,2,0,0,0,0,0,0,0
18844,J. Tomkins,James Oliver Charles,Tomkins,35,1989-03-29,England,192 cm,74 kg,https://media.api-sports.io/football/players/18844.png,52,Crystal Palace,https://media.api-sports.io/football/teams/52.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,6,3,3,336,Defender,6.440000,2,2,1,0,0,0,171,0,27,4,2,5,24,12,1,1,1,3,1,2,0,0,0,0,0
18878,J. Stanislas,Felix Junior,Stanislas,34,1989-11-26,England,183 cm,76 kg,https://media.api-sports.io/football/players/18878.png,35,Bournemouth,https://media.api-sports.io/football/teams/35.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,4,0,4,57,Midfielder,6.500000,1,0,0,0,0,0,27,2,7,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
18936,R. Bertrand,Ryan Dominic,Bertrand,34,1989-08-05,England,179 cm,85 kg,https://media.api-sports.io/football/players/18936.png,46,Leicester,https://media.api-sports.io/football/teams/46.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18985,A. Smithies,Alexander,Smithies,34,1990-03-05,England,189 cm,84 kg,https://media.api-sports.io/football/players/18985.png,46,Leicester,https://media.api-sports.io/football/teams/46.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18996,H. Arter,Harry Nicholas,Arter,34,1989-12-28,Republic of Ireland,176 cm,70 kg,https://media.api-sports.io/football/players/18996.png,65,Nottingham Forest,https://media.api-sports.io/football/teams/65.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19126,S. Dallas,Stuart Alan,Dallas,33,1991-04-19,Northern Ireland,183 cm,81 kg,https://media.api-sports.io/football/players/19126.png,63,Leeds,https://media.api-sports.io/football/teams/63.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19173,M. Šarkić,Matija,Šarkić,27,1997-07-23,Montenegro,192 cm,76 kg,https://media.api-sports.io/football/players/19173.png,39,Wolves,https://media.api-sports.io/football/teams/39.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
66240,T. Hájek,Tomáš,Hájek,33,1991-12-01,Czechia,187 cm,77 kg,https://media.api-sports.io/football/players/66240.png,200,Vitesse,https://media.api-sports.io/football/teams/200.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138806,B. Williams,Brandon Paul Brian,Williams,24,2000-09-03,England,171 cm,63 kg,https://media.api-sports.io/football/players/138806.png,33,Manchester United,https://media.api-sports.io/football/teams/33.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171059,J. Baptiste,Jamal Marcus,Baptiste,20,2003-11-11,England,0,0,https://media.api-sports.io/football/players/171059.png,48,West Ham,https://media.api-sports.io/football/teams/48.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181822,E. Wady,Ethan James,Wady,21,2002-01-23,USA,0,0,https://media.api-sports.io/football/players/181822.png,49,Chelsea,https://media.api-sports.io/football/teams/49.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192349,G. Shelvey,George William,Shelvey,23,2001-04-22,England,188 cm,83 kg,https://media.api-sports.io/football/players/192349.png,65,Nottingham Forest,https://media.api-sports.io/football/teams/65.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
284237,D. Lembikisa,Dexter Joeng Woo,Lembikisa,21,2003-11-04,Jamaica,180 cm,68 kg,https://media.api-sports.io/football/players/284237.png,39,Wolves,https://media.api-sports.io/football/teams/39.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,1,0,1,22,Defender,6.300000,0,0,0,0,0,0,11,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
342054,R. Flamingo,Ryan,Flamingo,22,2002-12-31,Netherlands,186 cm,75 kg,https://media.api-sports.io/football/players/342054.png,200,Vitesse,https://media.api-sports.io/football/teams/200.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Cédric Soares,Cédric Ricardo,Alves Soares,33,1991-08-31,Portugal,172 cm,67 kg,https://media.api-sports.io/football/players/190.png,36,Fulham,https://media.api-sports.io/football/teams/36.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,6,2,4,195,Defender,6.300000,0,0,0,0,0,0,20,0,18,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
263,L. Kurzawa,Layvin Marc,Kurzawa,32,1992-09-04,France,182 cm,74 kg,https://media.api-sports.io/football/players/263.png,36,Fulham,https://media.api-sports.io/football/teams/36.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,3,2,1,135,Defender,6.200000,0,0,0,0,0,0,27,0,9,3,1,2,11,5,4,2,0,1,0,1,0,0,0,0,0
286,J. Matip,Job Joël André,Matip,33,1991-08-08,Cameroon,195 cm,90 kg,https://media.api-sports.io/football/players/286.png,40,Liverpool,https://media.api-sports.io/football/teams/40.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,14,12,2,1092,Defender,6.714285,5,3,1,0,0,0,879,4,54,15,3,21,96,49,7,4,5,10,0,3,0,0,0,0,0
371,Felipe,Felipe Augusto,de Almeida Monteiro,35,1989-05-16,Brazil,190 cm,83 kg,https://media.api-sports.io/football/players/371.png,65,Nottingham Forest,https://media.api-sports.io/football/teams/65.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,16,15,1,1419,Defender,6.981250,8,1,0,1,0,0,556,7,25,42,13,36,188,119,17,14,11,15,0,4,0,0,0,0,0
507,Thiago Alcântara,Thiago,Alcântara do Nascimento,33,1991-04-11,Spain,174 cm,70 kg,https://media.api-sports.io/football/players/507.png,40,Liverpool,https://media.api-sports.io/football/teams/40.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,18,14,4,1254,Midfielder,7.033333,3,1,0,0,0,0,1085,17,52,43,3,21,175,99,21,17,25,18,0,2,0,0,0,0,0
731,K. Navas,Keylor Antonio,Navas Gamboa,38,1986-12-15,Costa Rica,185 cm,80 kg,https://media.api-sports.io/football/players/731.png,65,Nottingham Forest,https://media.api-sports.io/football/teams/65.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,17,17,0,1530,Goalkeeper,6.676470,0,0,0,0,32,51,464,0,14,0,0,1,7,7,1,1,0,0,0,2,0,0,0,0,1
908,A. Martial,Anthony Jordan,Martial,29,1995-12-05,France,181 cm,76 kg,https://media.api-sports.io/football/players/908.png,33,Manchester United,https://media.api-sports.io/football/teams/33.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,21,11,10,979,Attacker,6.742857,21,13,6,2,0,0,320,12,12,5,2,1,99,43,23,14,14,8,0,0,0,0,1,0,0
1972,L. Karius,Loris Sven,Karius,31,1993-06-22,Germany,189 cm,87 kg,https://media.api-sports.io/football/players/1972.png,34,Newcastle,https://media.api-sports.io/football/teams/34.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,0,0,0,0,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2699,S. Ghoddos,Sayed Saman,Ghoddos,31,1993-09-06,Iran,175 cm,79 kg,https://media.api-sports.io/football/players/2699.png,55,Brentford,https://media.api-sports.io/football/teams/55.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,15,0,15,125,Attacker,6.569230,1,1,0,0,0,0,69,4,4,2,1,4,22,10,2,0,3,3,0,0,0,0,0,0,0
2991,C. Kouyaté,Cheikhou,Kouyaté,35,1989-12-21,Senegal,189 cm,83 kg,https://media.api-sports.io/football/players/2991.png,65,Nottingham Forest,https://media.api-sports.io/football/teams/65.png,39,Premier League,England,https://media.api-sports.io/football/leagues/39.png,2022,21,10,11,879,Midfielder,6.685714,5,5,1,0,0,0,245,7,8,30,2,10,108,65,6,5,12,22,0,3,0,0,0,0,0
